type,name,name_en,iata,lat,lon,osm_id
Seaport,砧板灣 Jam Pan Wan,Jam Pan Wan,,22.2697715,114.3027512,relation/9279320
Seaport,葵青貨櫃碼頭 Kwai Tsing Container Terminals,Kwai Tsing Container Terminals,,22.3366494,114.12411,relation/10507292
Seaport,葵青貨櫃港池 Kwai Tsing Container Basin,Kwai Tsing Container Basin,,22.3362522,114.12389,relation/10599237
Seaport,鸿洋神集团,,,37.3781776,122.6125219,relation/11330058
Seaport,河口渔港;河口鱼粉厂,,,37.413731,122.5908528,relation/11364475
Seaport,山东省马山集团,,,37.3165874,122.5677142,relation/11405296
Seaport,新沙港,,,23.0187138,113.5306633,relation/13348421
Seaport,大铲湾集装箱码头一期,,,22.5349699,113.858203,relation/13603040
Seaport,海星码头 (妈湾港),Haixing Houbour,,22.4963788,113.866374,relation/13603042
Seaport,妈湾集装箱码头,Mawan Container Terminal,,22.4880504,113.869012,relation/13603043
Seaport,赤湾集装箱码头,Chiwan Container Terminal,,22.4668181,113.8767366,relation/13603046
Seaport,南沙港,Nansha Port,,22.6332487,113.6779021,relation/13603153
Seaport,广州南沙海港集装箱码头,Guangzhou South China Oceangate Container Terminal,,22.6332487,113.6791159,relation/13603397
Seaport,香港仔南避風塘 Aberdeen South Typhoon Shelter,Aberdeen South Typhoon Shelter,,22.2411918,114.1623658,relation/13988174
Seaport,香港仔西避風塘 Aberdeen West Typhoon Shelter,Aberdeen West Typhoon Shelter,,22.2464387,114.1520138,relation/13988175
Seaport,銅鑼灣避風塘 Causeway Bay Typhoon Shelter,Causeway Bay Typhoon Shelter,,22.2850997,114.186189,relation/14139891
Seaport,湄洲湾火电厂,Meizhou Wan power station,,25.1526579,119.0308839,relation/14163710
Seaport,觀塘避風塘 Kwun Tong Typhoon Shelter,Kwun Tong Typhoon Shelter,,22.3104822,114.2152083,relation/15069373
Seaport,蛇口集装箱码头,Shekou Container Terminal,,22.4565248,113.8905462,relation/15788753
Seaport,东莞港,Dongguan Port,,22.8681718,113.5767708,relation/15789116
Seaport,南沙港近洋码头,Nansha Port Near-Ocean Terminal,,22.8592596,113.5486864,relation/15789192
Seaport,广州港南沙汽车滚装船码头(海嘉滚装船码头),,,22.864847,113.5424105,relation/15789193
Seaport,大铲湾临时弃土外运码头,,,22.5263526,113.860881,relation/16226020
Seaport,清水灣鄉村俱樂部遊艇會 The Clearwater Bay Golf & Country Club Golf Club Marina Club,The Clearwater Bay Golf & Country Club Marina Club,,22.2697715,114.3027512,relation/16768017
Seaport,港口码头,Gangkou Port,,22.5627115,114.8899385,relation/17294026
Seaport,防城港,Fangcheng Port,,21.5921913,108.3509009,relation/17431078
Seaport,洋口港,,,32.5271829,121.4143442,relation/17730896
Seaport,南港,South Port,,20.0448727,110.1454949,relation/18810088
Seaport,海口市新海港码头,Haikou New Seaport,,20.0546317,110.1462286,relation/18810089
Seaport,山东港口潍坊港东作业区,,,37.236979,119.1720244,relation/18845483
Seaport,广州港南沙港区一期码头,Guangzhou Port Nansha Phase 1 Terminal,,22.6526658,113.6732025,relation/20318969
Seaport,广州港南沙港区二期码头,Guangzhou Port Nansha Phase 2 Terminal,,22.6380591,113.6777057,relation/20318970
Seaport,广州港南沙港区三期码头,Guangzhou Port Nansha Phase 3 Terminal,,22.6176001,113.6823896,relation/20318971
Seaport,潍坊港区散货码头有限公司,,,37.2516169,119.1705165,relation/21243457
Seaport,宣城国家陆港,,,31.0048053,118.7074256,way/1357763020
Dry Port / ICD,青岛国际陆港,,,36.3635826,120.2867533,node/7195969451
Dry Port / ICD,甘肃（天水）国际陆港,,,34.674441,105.6641435,node/9167159638
Dry Port / ICD,牡丹江内陆港,,,44.619953,129.6503445,way/589212880
Dry Port / ICD,营口港绥化陆港,,,46.6520022,127.0084207,way/675840866
Dry Port / ICD,宝鸡陆港,,,34.3379878,107.4798757,way/752034103
Dry Port / ICD,青岛国际陆港监管物流中心,,,36.3672423,120.2895084,way/770903727
Dry Port / ICD,西南无水港,,,29.2966673,104.7369403,way/947628510
Dry Port / ICD,南昌向塘国际陆港,,,28.4730178,115.9285166,way/1087111122
Dry Port / ICD,平谷国际陆港,,,40.0846007,117.0175782,way/1104072601
Dry Port / ICD,哈尔滨内陆港,,,45.7605899,126.7099939,way/1123114754
Dry Port / ICD,侯马北陆港口岸,,,35.669296,111.4041426,way/1153433482
Dry Port / ICD,陆港停车场（有上盖）,,,34.3634019,109.0698274,way/1212054855
Dry Port / ICD,陆港建材物流园,,,34.4005965,109.1058253,way/1218015246
Dry Port / ICD,贵州（昌明）国际陆港,,,26.3618173,107.1660172,way/1278492220
Dry Port / ICD,合肥国际内陆港发展有限公司,,,31.9218441,117.2896945,way/1344405464
Dry Port / ICD,通辽内陆港,,,43.6243653,122.1767191,way/1354185704
Dry Port / ICD,郑州国际陆港铁路西站,,,34.3801696,113.9733241,way/1367883512
Dry Port / ICD,陆海新通道重庆无水港,,,29.6403843,106.3727444,way/1429999139
Dry Port / ICD,郑州国际陆港,,,34.3804828,114.0228295,way/1450364096
Dry Port / ICD,沈北陆港,,,41.927393,123.4756361,way/1456292445
Dry Port / ICD,长春兴隆国际陆港,,,43.9551558,125.468368,way/1475643291
